,parameter,ave_acc,std_acc
0,2_0.004_1996,0.9105000000000001,0.22208376797956217
1,4_0.008_3984,0.84655,0.3040362190595061
2,6_0.012_5964,0.8495000000000001,0.3010007475073775
3,8_0.016_7936,0.77245,0.34726830045369816
4,10_0.02_9900,0.6962,0.37076314541766414
