,parameter,ave_acc,std_acc
0,2_0.004_1996,0.91095,0.005871328640095018
1,4_0.008_3984,0.99885,0.0008077747210701829
2,6_0.012_5964,0.99895,0.0009069178573608581
3,8_0.016_7936,0.9907499999999999,0.005182904591057032
4,10_0.02_9900,0.8693500000000001,0.07563202033530507
